statement,source,link,veracity,tokens
"The national debt increased $16,000 every second George Allen served in the U.S. Senate.",Tim Kaine,/web/20180119174359/http://www.politifact.com/virginia/statements/2011/dec/08/tim-kaine/time-kaine-says-debt-grew-16000-every-second-georg/,1,"['The', 'national', 'debt', 'increased', '16', '000', 'every', 'second', 'George', 'Allen', 'served', 'in', 'the', 'U', 'S', 'Senate']"
"The United States ""is number one in the world in energy resources; Russia is number two.""",George Allen,/web/20180119174359/http://www.politifact.com/virginia/statements/2011/dec/08/george-allen/george-allen-says-us-leads-world-fossil-fuel-resou/,1,"['The', 'United', 'States', 'is', 'number', 'one', 'in', 'the', 'world', 'in', 'energy', 'resources', 'Russia', 'is', 'number', 'two']"
"Says recall organizers ""started their website last November"" and began work on their effort before he even took office.",Scott Walker,/web/20180119174359/http://www.politifact.com/wisconsin/statements/2011/dec/08/scott-walker/gov-scott-walker-says-recall-organizers-began-effo/,0,"['Says', 'recall', 'organizers', 'started', 'their', 'website', 'last', 'November', 'and', 'began', 'work', 'on', 'their', 'effort', 'before', 'he', 'even', 'took', 'office']"
"""I never favored cap and trade.""",Newt Gingrich,/web/20180119174359/http://www.politifact.com/truth-o-meter/statements/2011/dec/07/newt-gingrich/gingrich-claims-he-never-favored-cap-and-trade/,0,"['I', 'never', 'favored', 'cap', 'and', 'trade']"
"Says Wisconsin Gov. Scott Walker is making voting more difficult by closing Department of Motor Vehicles offices where ""low-income voters"" live.",Chris Bowers,/web/20180119174400/http://www.politifact.com/wisconsin/statements/2011/dec/07/chris-bowers/daily-kos-says-possible-recall-looming-wisconsin-g/,0,"['Says', 'Wisconsin', 'Gov', 'Scott', 'Walker', 'is', 'making', 'voting', 'more', 'difficult', 'by', 'closing', 'Department', 'of', 'Motor', 'Vehicles', 'offices', 'where', 'low', 'income', 'voters', 'live']"
"U.S. Rep. Debbie Wasserman Schultz ""has blamed the Republicans for the creation of Hamas.""",Karen Harrington,/web/20180119174400/http://www.politifact.com/florida/statements/2011/dec/05/karen-harrington/gop-challenger-says-debbie-wasserman-schultz-blame/,0,"['U', 'S', 'Rep', 'Debbie', 'Wasserman', 'Schultz', 'has', 'blamed', 'the', 'Republicans', 'for', 'the', 'creation', 'of', 'Hamas']"
"""Last year we spent more than $40 billion on highways. And Lord knows we need that. But that's more than we spent on Amtrak in its entire 40-year history.""",Frank Lautenberg,/web/20180119174400/http://www.politifact.com/new-jersey/statements/2011/dec/05/frank-lautenberg/Lautenberg-says-federal-highway-spending-last-year/,1,"['Last', 'year', 'we', 'spent', 'more', 'than', '40', 'billion', 'on', 'highways', 'And', 'Lord', 'knows', 'we', 'need', 'that', 'But', 'that', 's', 'more', 'than', 'we', 'spent', 'on', 'Amtrak', 'in', 'its', 'entire', '40', 'year', 'history']"
Says the unemployment rate for college graduates is 4.4 percent and over 10 percent for noncollege-educated.,Rick Santorum,/web/20180119174400/http://www.politifact.com/georgia/statements/2011/dec/05/rick-santorum/did-santorums-unemployment-numbers-add-time/,1,"['Says', 'the', 'unemployment', 'rate', 'for', 'college', 'graduates', 'is', '4', '4', 'percent', 'and', 'over', '10', 'percent', 'for', 'noncollege', 'educated']"
Says military expenditures for the United States are greater than the combined spending of the next 14 largest nations.,Alan Simpson,/web/20180119174400/http://www.politifact.com/ohio/statements/2011/dec/05/alan-simpson/alan-simpson-says-us-military-spending-outpaces-to/,1,"['Says', 'military', 'expenditures', 'for', 'the', 'United', 'States', 'are', 'greater', 'than', 'the', 'combined', 'spending', 'of', 'the', 'next', '14', 'largest', 'nations']"
"The St. Norbert College/Wisconsin Public Radio poll has ""been wrong in almost every election.""",Scott Walker,/web/20180119174400/http://www.politifact.com/wisconsin/statements/2011/dec/04/scott-walker/wis-gov-scott-walker-says-poll-repeatedly-wrong/,0,"['The', 'St', 'Norbert', 'College', 'Wisconsin', 'Public', 'Radio', 'poll', 'has', 'been', 'wrong', 'in', 'almost', 'every', 'election']"
Says he followed state law and the precedent of other Massachusetts governors when he erased electronic communications as he left office.,Mitt Romney,/web/20180119174400/http://www.politifact.com/truth-o-meter/statements/2011/dec/02/mitt-romney/romney-says-he-followed-law-and-precedent-taking-h/,1,"['Says', 'he', 'followed', 'state', 'law', 'and', 'the', 'precedent', 'of', 'other', 'Massachusetts', 'governors', 'when', 'he', 'erased', 'electronic', 'communications', 'as', 'he', 'left', 'office']"
"The balanced-budget amendment once came within one vote of passing Congress but was defeated because of the no vote from a top Senate Republican, and Rick Santorum says he ""stood up and called for him to resign his chairmanship.""",Rick Santorum,/web/20180119174400/http://www.politifact.com/truth-o-meter/statements/2011/dec/02/rick-santorum/Rick-Santorum-says-he-called-for-resignation/,1,"['The', 'balanced', 'budget', 'amendment', 'once', 'came', 'within', 'one', 'vote', 'of', 'passing', 'Congress', 'but', 'was', 'defeated', 'because', 'of', 'the', 'no', 'vote', 'from', 'a', 'top', 'Senate', 'Republican', 'and', 'Rick', 'Santorum', 'says', 'he', 'stood', 'up', 'and', 'called', 'for', 'him', 'to', 'resign', 'his', 'chairmanship']"
"It’s legal to ""sign a recall petition (against Gov. Scott Walker) even if you have already signed another recall petition,"" but only one signature counts",One Wisconsin Now,/web/20180119174402/http://www.politifact.com/wisconsin/statements/2011/dec/02/one-wisconsin-now/one-wisconsin-now-says-its-legal-sign-walker-recal/,1,"['It', 's', 'legal', 'to', 'sign', 'a', 'recall', 'petition', 'against', 'Gov', 'Scott', 'Walker', 'even', 'if', 'you', 'have', 'already', 'signed', 'another', 'recall', 'petition', 'but', 'only', 'one', 'signature', 'counts']"
Says Barack Obama promised to halve the deficit in his first term.,Matt Mackowiak,/web/20180119174402/http://www.politifact.com/texas/statements/2011/dec/02/matt-mackowiak/Republican-consultant-Barack-Obama-promise-deficit/,1,"['Says', 'Barack', 'Obama', 'promised', 'to', 'halve', 'the', 'deficit', 'in', 'his', 'first', 'term']"
"Says his 9-9-9 tax reform plan is not ""regressive.""",Herman Cain,/web/20180119174402/http://www.politifact.com/georgia/statements/2011/dec/02/herman-cain/Cain-says-999-plan-not-regressive/,0,"['Says', 'his', '9', '9', '9', 'tax', 'reform', 'plan', 'is', 'not', 'regressive']"
"For ""the average middle-class family, your taxes today are lower than when I took office.""",Barack Obama,/web/20180119174402/http://www.politifact.com/truth-o-meter/statements/2011/dec/01/barack-obama/obama-says-taxes-lower-middle-class/,1,"['For', 'the', 'average', 'middle', 'class', 'family', 'your', 'taxes', 'today', 'are', 'lower', 'than', 'when', 'I', 'took', 'office']"
"The Affordable Care Act is ""not the law of the land.""",Rick Scott,/web/20180119174402/http://www.politifact.com/florida/statements/2011/dec/01/rick-scott/gov-rick-scott-says-obamacare-not-law-land/,0,"['The', 'Affordable', 'Care', 'Act', 'is', 'not', 'the', 'law', 'of', 'the', 'land']"
Says Mitt Romney has changed his position on supporting the TARP program.,Democratic National Committee,/web/20180119174402/http://www.politifact.com/truth-o-meter/statements/2011/nov/30/democratic-national-committee/mitt-romney-changes-position-tarp-dnc/,0,"['Says', 'Mitt', 'Romney', 'has', 'changed', 'his', 'position', 'on', 'supporting', 'the', 'TARP', 'program']"
"""For the past eight years, Gov. Carcieri and Mrs. Carcieri would host the lighting of the State House Christmas tree.""",John DePetro,/web/20180119174405/http://www.politifact.com/rhode-island/statements/2011/nov/30/john-depetro/talk-show-host-john-depetro-says-eight-years-gover/,0,"['For', 'the', 'past', 'eight', 'years', 'Gov', 'Carcieri', 'and', 'Mrs', 'Carcieri', 'would', 'host', 'the', 'lighting', 'of', 'the', 'State', 'House', 'Christmas', 'tree']"
Says Mitt Romney flip-flopped on a taxpayer protection pledge.,Democratic National Committee,/web/20180119174405/http://www.politifact.com/truth-o-meter/statements/2011/nov/29/democratic-national-committee/dnc-ad-says-mitt-romney-flip-flopped-taxpayer-pled/,1,"['Says', 'Mitt', 'Romney', 'flip', 'flopped', 'on', 'a', 'taxpayer', 'protection', 'pledge']"
"Says Newt Gingrich ""has said that we should make the 11 million illegal workers that are in this country legal.""",Michele Bachmann,/web/20180119174405/http://www.politifact.com/georgia/statements/2011/nov/29/michele-bachmann/did-gingrich-say-he-supports-amnesty-all-illegal-i/,0,"['Says', 'Newt', 'Gingrich', 'has', 'said', 'that', 'we', 'should', 'make', 'the', '11', 'million', 'illegal', 'workers', 'that', 'are', 'in', 'this', 'country', 'legal']"
"""We have had some significant accomplishments on a bipartisan basis.""",John Kasich,/web/20180119174405/http://www.politifact.com/ohio/statements/2011/nov/29/john-kasich/ohio-gov-john-kasich-says-key-legislation-has-won-/,1,"['We', 'have', 'had', 'some', 'significant', 'accomplishments', 'on', 'a', 'bipartisan', 'basis']"
Says Mitt Romney flip-flopped on abortion.,Democratic National Committee,/web/20180119174405/http://www.politifact.com/truth-o-meter/statements/2011/nov/28/democratic-national-committee/dnc-ad-says-mitt-romney-flip-flopped-abortion/,1,"['Says', 'Mitt', 'Romney', 'flip', 'flopped', 'on', 'abortion']"
"State budget cuts for local schools resulted in ""nearly 4,000 educator layoffs""",Wisconsin Education Association Council,/web/20180119174405/http://www.politifact.com/wisconsin/statements/2011/nov/28/wisconsin-education-association-council/weac-says-state-budget-cuts-led-nearly-4000-educat/,0,"['State', 'budget', 'cuts', 'for', 'local', 'schools', 'resulted', 'in', 'nearly', '4', '000', 'educator', 'layoffs']"
"""While (Chris Christie) talks about job creation, we don't see jobs being created in this state.""",John Wisniewski,/web/20180119174405/http://www.politifact.com/new-jersey/statements/2011/nov/28/john-wisniewski/john-wisniewski-claims-new-jersey-not-seeing-new-j/,0,"['While', 'Chris', 'Christie', 'talks', 'about', 'job', 'creation', 'we', 'don', 't', 'see', 'jobs', 'being', 'created', 'in', 'this', 'state']"
"""The overwhelming number"" of school districts reported their staff stayed the same or grew after the 2011-’13 state budget",Scott Walker,/web/20180119174405/http://www.politifact.com/wisconsin/statements/2011/nov/27/scott-walker/walker-says-overwhelming-number-wisconsin-school-d/,0,"['The', 'overwhelming', 'number', 'of', 'school', 'districts', 'reported', 'their', 'staff', 'stayed', 'the', 'same', 'or', 'grew', 'after', 'the', '2011', '13', 'state', 'budget']"
The U.S. would gain revenue by cutting personal income tax rates in half and ending tax breaks.,Mark Warner,/web/20180119174409/http://www.politifact.com/virginia/statements/2011/nov/25/mark-warner/mark-warner-says-us-would-gain-revenue-cutting-inc/,1,"['The', 'U', 'S', 'would', 'gain', 'revenue', 'by', 'cutting', 'personal', 'income', 'tax', 'rates', 'in', 'half', 'and', 'ending', 'tax', 'breaks']"
"""Currently it costs more than a penny for the U.S. Mint to make a one cent coin and more than a nickel to make the five cent piece.""",Steve Rothman,/web/20180119174409/http://www.politifact.com/new-jersey/statements/2011/nov/24/steve-rothman/steve-rothman-says-it-costs-more-make-penny-and-ni/,1,"['Currently', 'it', 'costs', 'more', 'than', 'a', 'penny', 'for', 'the', 'U', 'S', 'Mint', 'to', 'make', 'a', 'one', 'cent', 'coin', 'and', 'more', 'than', 'a', 'nickel', 'to', 'make', 'the', 'five', 'cent', 'piece']"
"Says Mahmoud Ahmadinejad said that ""if he has a nuclear weapon he will use it to wipe Israel off the face of the earth. He will use it against the United States of America.""",Michele Bachmann,/web/20180119174409/http://www.politifact.com/truth-o-meter/statements/2011/nov/23/michele-bachmann/michele-bachmann-says-iran-has-threatended-launch-/,0,"['Says', 'Mahmoud', 'Ahmadinejad', 'said', 'that', 'if', 'he', 'has', 'a', 'nuclear', 'weapon', 'he', 'will', 'use', 'it', 'to', 'wipe', 'Israel', 'off', 'the', 'face', 'of', 'the', 'earth', 'He', 'will', 'use', 'it', 'against', 'the', 'United', 'States', 'of', 'America']"
"Dem-controlled Ohio House voted ""to change the process, to create objective criteria, to modify the Constitution"" ... to ""take politics out of the efforts to draw legislative boundaries.""",Armond Budish,/web/20180119174409/http://www.politifact.com/ohio/statements/2011/nov/23/armond-budish/armond-budish-says-dem-controlled-ohio-house-passe/,0,"['Dem', 'controlled', 'Ohio', 'House', 'voted', 'to', 'change', 'the', 'process', 'to', 'create', 'objective', 'criteria', 'to', 'modify', 'the', 'Constitution', 'to', 'take', 'politics', 'out', 'of', 'the', 'efforts', 'to', 'draw', 'legislative', 'boundaries']"
"Says Apple CEO Steve Jobs told President Obama that the company moved factories to China because it needed 30,000 engineers.",Michele Bachmann,/web/20180119174409/http://www.politifact.com/truth-o-meter/statements/2011/nov/22/michele-bachmann/michele-bachmann-says-steve-jobs-told-obama-he-mov/,1,"['Says', 'Apple', 'CEO', 'Steve', 'Jobs', 'told', 'President', 'Obama', 'that', 'the', 'company', 'moved', 'factories', 'to', 'China', 'because', 'it', 'needed', '30', '000', 'engineers']"
"President Obama plans to ""impose a tax of at least 23 percent on the Medicare prescription drug benefit for low-income beneficiaries.""",National Taxpayers Union,/web/20180119174409/http://www.politifact.com/texas/statements/2011/nov/22/national-taxpayers-union/taxpayers-group-says-obama-plans-impose-23-percent/,0,"['President', 'Obama', 'plans', 'to', 'impose', 'a', 'tax', 'of', 'at', 'least', '23', 'percent', 'on', 'the', 'Medicare', 'prescription', 'drug', 'benefit', 'for', 'low', 'income', 'beneficiaries']"
"""Community banks … are being destroyed by Dodd-Frank.""",Newt Gingrich,/web/20180119174413/http://www.politifact.com/truth-o-meter/statements/2011/nov/21/newt-gingrich/newt-gingrich-says-dodd-frank-destroying-community/,0,"['Community', 'banks', 'are', 'being', 'destroyed', 'by', 'Dodd', 'Frank']"
"""(Stimulus money) went to critically important projects like studying ants in Africa.""",Crossroads GPS,/web/20180119174413/http://www.politifact.com/virginia/statements/2011/nov/21/crossroads-gps/crossroads-grassroots-policy-strategy-claims-19-mi/,1,"['Stimulus', 'money', 'went', 'to', 'critically', 'important', 'projects', 'like', 'studying', 'ants', 'in', 'Africa']"
"A Republican-led softening of firearms training rules means that ""untrained individuals"" would be allowed to carry guns with a state permit.",Donna Seidel,/web/20180119174413/http://www.politifact.com/wisconsin/statements/2011/nov/21/donna-seidel/seidel-says-untrained-people-would-be-allowed-carr/,1,"['A', 'Republican', 'led', 'softening', 'of', 'firearms', 'training', 'rules', 'means', 'that', 'untrained', 'individuals', 'would', 'be', 'allowed', 'to', 'carry', 'guns', 'with', 'a', 'state', 'permit']"
"""When the national debt reaches $15 trillion, it means that U.S. debt-to-GDP ratio will reach 99.7 percent of our debt and this is $47,900 for every living American.""",Leonard Lance,/web/20180119174413/http://www.politifact.com/new-jersey/statements/2011/nov/21/leonard-lance/leonard-lance-says-when-national-debt-hits-15-tril/,1,"['When', 'the', 'national', 'debt', 'reaches', '15', 'trillion', 'it', 'means', 'that', 'U', 'S', 'debt', 'to', 'GDP', 'ratio', 'will', 'reach', '99', '7', 'percent', 'of', 'our', 'debt', 'and', 'this', 'is', '47', '900', 'for', 'every', 'living', 'American']"
"Says unemployment in Ohio ""is significantly higher than the unemployment rate in states which are not forced union states and it’s always been that way.""",Maurice Thompson,/web/20180119174413/http://www.politifact.com/ohio/statements/2011/nov/21/maurice-thompson/ohio-unemployment-significantly-higher-right-work-/,0,"['Says', 'unemployment', 'in', 'Ohio', 'is', 'significantly', 'higher', 'than', 'the', 'unemployment', 'rate', 'in', 'states', 'which', 'are', 'not', 'forced', 'union', 'states', 'and', 'it', 's', 'always', 'been', 'that', 'way']"
"Says the state auditor found that 37 percent of the 428,000 students receiving free and reduced-price lunches are ineligible.",Michael Doherty,/web/20180119174413/http://www.politifact.com/new-jersey/statements/2011/nov/20/michael-doherty/nearly-160000-students-new-jerseys-school-lunch-pr/,0,"['Says', 'the', 'state', 'auditor', 'found', 'that', '37', 'percent', 'of', 'the', '428', '000', 'students', 'receiving', 'free', 'and', 'reduced', 'price', 'lunches', 'are', 'ineligible']"
"""The American healthcare system burns 18 percent of our national GDP. Nobody else is close.""",Sheldon Whitehouse,/web/20180119174413/http://www.politifact.com/rhode-island/statements/2011/nov/20/sheldon-whitehouse/sen-sheldon-whitehouse-says-us-spends-18-percent-i/,1,"['The', 'American', 'healthcare', 'system', 'burns', '18', 'percent', 'of', 'our', 'national', 'GDP', 'Nobody', 'else', 'is', 'close']"
"""The median income of a middle class family went down $2,100 from 2001 to 2007.""",Joe Biden,/web/20180119174413/http://www.politifact.com/truth-o-meter/statements/2011/nov/18/joe-biden/biden-says-middle-income-earners-lost-ground-reces/,1,"['The', 'median', 'income', 'of', 'a', 'middle', 'class', 'family', 'went', 'down', '2', '100', 'from', '2001', 'to', '2007']"
Wisconsin law says all recall petition signers must sign in the presence of another person.,Kurt Schuller,/web/20180119174413/http://www.politifact.com/wisconsin/statements/2011/nov/18/kurt-schuller/state-treasurer-kurt-schuller-says-recall-petition/,0,"['Wisconsin', 'law', 'says', 'all', 'recall', 'petition', 'signers', 'must', 'sign', 'in', 'the', 'presence', 'of', 'another', 'person']"
"""If they made no changes whatsoever, the [state employees pension] plan still had enough money to go forward for approximately the next 16 years.""",Philip Keefe,/web/20180119174413/http://www.politifact.com/rhode-island/statements/2011/nov/18/philip-keefe/service-employees-international-union-president-ph/,0,"['If', 'they', 'made', 'no', 'changes', 'whatsoever', 'the', 'state', 'employees', 'pension', 'plan', 'still', 'had', 'enough', 'money', 'to', 'go', 'forward', 'for', 'approximately', 'the', 'next', '16', 'years']"
"Says ""51 percent of federal tax filers paid zero federal income tax.""",Rob Cornilles,/web/20180119174413/http://www.politifact.com/oregon/statements/2011/nov/17/rob-cornilles/do-more-half-all-tax-filers-really-pay-no-federal-/,1,"['Says', '51', 'percent', 'of', 'federal', 'tax', 'filers', 'paid', 'zero', 'federal', 'income', 'tax']"
"The United States' regulations ""are among the most difficult in the world.""",Rick Scott,/web/20180119174415/http://www.politifact.com/florida/statements/2011/nov/16/rick-scott/rick-scott-us-regulations-are-most-difficult-world/,0,"['The', 'United', 'States', 'regulations', 'are', 'among', 'the', 'most', 'difficult', 'in', 'the', 'world']"
"""The job [of correctional officer] lowers your life expectancy . . . Metropolitan did a study in, I believe it was 1998, and the life expectancy was 58.""",David Mellon,/web/20180119174415/http://www.politifact.com/rhode-island/statements/2011/nov/16/david-mellon/rhode-island-corrections-union-president-david-mel/,0,"['The', 'job', 'of', 'correctional', 'officer', 'lowers', 'your', 'life', 'expectancy', 'Metropolitan', 'did', 'a', 'study', 'in', 'I', 'believe', 'it', 'was', '1998', 'and', 'the', 'life', 'expectancy', 'was', '58']"
"Under energy efficiency legislation sponsored by U.S. Sen. Jeanne Shaheen, ""federal bureaucrats could take over the local building code enforcement in your city if so-called ‘green mandates’ are not complied with quickly enough.""",Rick Perry,/web/20180119174415/http://www.politifact.com/truth-o-meter/statements/2011/nov/15/rick-perry/rick-perry-says-federal-bureaucrats-will-take-over/,0,"['Under', 'energy', 'efficiency', 'legislation', 'sponsored', 'by', 'U', 'S', 'Sen', 'Jeanne', 'Shaheen', 'federal', 'bureaucrats', 'could', 'take', 'over', 'the', 'local', 'building', 'code', 'enforcement', 'in', 'your', 'city', 'if', 'so', 'called', 'green', 'mandates', 'are', 'not', 'complied', 'with', 'quickly', 'enough']"
"""Torture is illegal by our laws. It's illegal by international laws.""",Ron Paul,/web/20180119174415/http://www.politifact.com/truth-o-meter/statements/2011/nov/15/ron-paul/ron-paul-says-torture-banned-under-us-internationa/,1,"['Torture', 'is', 'illegal', 'by', 'our', 'laws', 'It', 's', 'illegal', 'by', 'international', 'laws']"
"Gov. Scott Walker received a $7,300 pay raise.",Democratic Party of Wisconsin,/web/20180119174415/http://www.politifact.com/wisconsin/statements/2011/nov/15/state-democratic-party-wisconsin/wisconsin-democratic-party-says-gov-scott-walker-r/,0,"['Gov', 'Scott', 'Walker', 'received', 'a', '7', '300', 'pay', 'raise']"
"George Allen's flat tax ""plan would actually shrink revenues further than the Perry (flat tax) plan.""",Tim Kaine,/web/20180119174415/http://www.politifact.com/virginia/statements/2011/nov/14/tim-kaine/tim-kaine-says-george-allen-flat-tax-plan-shrinks-/,0,"['George', 'Allen', 's', 'flat', 'tax', 'plan', 'would', 'actually', 'shrink', 'revenues', 'further', 'than', 'the', 'Perry', 'flat', 'tax', 'plan']"
"Says Suzanne Bonamici ""supports the $500 billion cut to Medicare passed last year.""",Rob Cornilles,/web/20180119174415/http://www.politifact.com/oregon/statements/2011/nov/14/rob-cornilles/another-look-favorite-republican-talking-point/,0,"['Says', 'Suzanne', 'Bonamici', 'supports', 'the', '500', 'billion', 'cut', 'to', 'Medicare', 'passed', 'last', 'year']"
Georgia has had ʺmore bank failures than any other state.ʺ,Lynn Westmoreland,/web/20180119174415/http://www.politifact.com/georgia/statements/2011/nov/14/lynn-westmoreland/georgia-leads-nation-unfortunate-category-lawmaker/,1,"['Georgia', 'has', 'had', 'ʺmore', 'bank', 'failures', 'than', 'any', 'other', 'state', 'ʺ']"
"""Sixty-percent of the state retirees...don’t get Social Security.’’",Kathleen Connell,/web/20180119174417/http://www.politifact.com/rhode-island/statements/2011/nov/13/kathleen-connell/rhode-island-aarp-head-kathleen-connell-says-60-pe/,0,"['Sixty', 'percent', 'of', 'the', 'state', 'retirees', 'don', 't', 'get', 'Social', 'Security']"
"""Ronald Reagan raised the national debt 18 times.""",Jim Webb,/web/20180119174417/http://www.politifact.com/virginia/statements/2011/nov/12/jim-webb/sen-jim-webb-says-ronald-reagan-raised-debt-ceilin/,1,"['Ronald', 'Reagan', 'raised', 'the', 'national', 'debt', '18', 'times']"
"""By 2015, we will be sending so much interest"" to China that ""we will be paying for the entire People's Liberation Army.""",Michele Bachmann,/web/20180119174417/http://www.politifact.com/truth-o-meter/statements/2011/nov/10/michele-bachmann/michele-bachmann-says-us-will-soon-send-enough-int/,0,"['By', '2015', 'we', 'will', 'be', 'sending', 'so', 'much', 'interest', 'to', 'China', 'that', 'we', 'will', 'be', 'paying', 'for', 'the', 'entire', 'People', 's', 'Liberation', 'Army']"
"""Over half of the people who would be taxed under (a millionaire surtax) are, in fact, small businesspeople.""",John Boehner,/web/20180119174417/http://www.politifact.com/truth-o-meter/statements/2011/nov/10/john-boehner/boehner-equates-taxing-millionaires-hurting-small-/,0,"['Over', 'half', 'of', 'the', 'people', 'who', 'would', 'be', 'taxed', 'under', 'a', 'millionaire', 'surtax', 'are', 'in', 'fact', 'small', 'businesspeople']"
"""Governor Christie also remains the only Governor since World War II, among both Democrats and Republicans, who failed to have his party win control of at least one legislative body over the course of his term.""",John Wisniewski,/web/20180119174417/http://www.politifact.com/new-jersey/statements/2011/nov/10/john-wisniewski/democratic-party-chairman-blasts-chris-christie-on/,0,"['Governor', 'Christie', 'also', 'remains', 'the', 'only', 'Governor', 'since', 'World', 'War', 'II', 'among', 'both', 'Democrats', 'and', 'Republicans', 'who', 'failed', 'to', 'have', 'his', 'party', 'win', 'control', 'of', 'at', 'least', 'one', 'legislative', 'body', 'over', 'the', 'course', 'of', 'his', 'term']"
"Ilana Shafran Mandel’s stake in Forest City Enterprises ""constitutes significantly less than 1 percent"" of the company’s shares and any implication of a conflict of interest ""is legally incorrect.""",Josh Mandel,/web/20180119174417/http://www.politifact.com/ohio/statements/2011/nov/10/josh-mandel/wifes-assets-company-not-conflict-interest-casino-/,1,"['Ilana', 'Shafran', 'Mandel', 's', 'stake', 'in', 'Forest', 'City', 'Enterprises', 'constitutes', 'significantly', 'less', 'than', '1', 'percent', 'of', 'the', 'company', 's', 'shares', 'and', 'any', 'implication', 'of', 'a', 'conflict', 'of', 'interest', 'is', 'legally', 'incorrect']"
"""The problem with invasive species today in the Great Lakes isn’t ballast water.""",Steve LaTourette,/web/20180119174420/http://www.politifact.com/ohio/statements/2011/nov/09/steve-latourette/ballast-water-no-longer-key-invasive-species-great/,1,"['The', 'problem', 'with', 'invasive', 'species', 'today', 'in', 'the', 'Great', 'Lakes', 'isn', 't', 'ballast', 'water']"
"""This is a test of the Share the Facts widget.""",18% of the American public,/web/20180119174420/http://www.politifact.com/oregon/statements/2011/nov/08/18-percent-american-public/test-share-facts-widget/,1,"['This', 'is', 'a', 'test', 'of', 'the', 'Share', 'the', 'Facts', 'widget']"
"""A couple retiring today will pay about $119,000 in lifetime Medicare taxes and receive about $357,000 in lifetime Medicare benefits. ... about 3 bucks in benefits for every dollar in taxes.""",Rob Portman,/web/20180119174420/http://www.politifact.com/ohio/statements/2011/nov/08/rob-portman/retiring-couples-get-3-medicare-benefits-each-1-pa/,1,"['A', 'couple', 'retiring', 'today', 'will', 'pay', 'about', '119', '000', 'in', 'lifetime', 'Medicare', 'taxes', 'and', 'receive', 'about', '357', '000', 'in', 'lifetime', 'Medicare', 'benefits', 'about', '3', 'bucks', 'in', 'benefits', 'for', 'every', 'dollar', 'in', 'taxes']"
"The EPA ""wants to hire 230,000 new government regulators that will cost the taxpayer $21 billion.""",Allen West,/web/20180119174420/http://www.politifact.com/florida/statements/2011/nov/07/allen-west/allen-west-says-epa-wants-hire-230000-workers-cost/,0,"['The', 'EPA', 'wants', 'to', 'hire', '230', '000', 'new', 'government', 'regulators', 'that', 'will', 'cost', 'the', 'taxpayer', '21', 'billion']"
"""Every day in the United States, we are losing 15 factories.""",Betty Sutton,/web/20180119174420/http://www.politifact.com/ohio/statements/2011/nov/07/betty-sutton/betty-sutton-says-average-15-us-factories-close-ea/,1,"['Every', 'day', 'in', 'the', 'United', 'States', 'we', 'are', 'losing', '15', 'factories']"
"""The average homeowner spends more than $2,000 each year on energy costs – more than on either real estate taxes or homeowners insurance.""",Johnny Isakson,/web/20180119174420/http://www.politifact.com/georgia/statements/2011/nov/07/johnny-isakson/isakson-says-energy-bills-higher-taxes-insurance/,1,"['The', 'average', 'homeowner', 'spends', 'more', 'than', '2', '000', 'each', 'year', 'on', 'energy', 'costs', 'more', 'than', 'on', 'either', 'real', 'estate', 'taxes', 'or', 'homeowners', 'insurance']"
"Says that under his tax plan, ""no matter where you are in the stratosphere, you're going to be getting a tax cut.""",Rick Perry,/web/20180119174420/http://www.politifact.com/texas/statements/2011/nov/07/rick-perry/rick-perry-says-under-his-tax-plan-everyone-will-b/,0,"['Says', 'that', 'under', 'his', 'tax', 'plan', 'no', 'matter', 'where', 'you', 'are', 'in', 'the', 'stratosphere', 'you', 're', 'going', 'to', 'be', 'getting', 'a', 'tax', 'cut']"
Wisconsin ranks 48th out of all 50 states in venture capital investment.,John Klenke,/web/20180119174420/http://www.politifact.com/wisconsin/statements/2011/nov/06/john-klenke/rep-klenke-says-wisconsin-ranks-48th-venture-capit/,0,"['Wisconsin', 'ranks', '48th', 'out', 'of', 'all', '50', 'states', 'in', 'venture', 'capital', 'investment']"
"Says ""over the last 48 years, every governor at the midterm of his first term or her first term has lost seats in the Legislature, with the exception of Jim McGreevey in 2003.""",Chris Christie,/web/20180119174420/http://www.politifact.com/new-jersey/statements/2011/nov/06/chris-christie/chris-christie-says-nearly-every-governor-more-48-/,1,"['Says', 'over', 'the', 'last', '48', 'years', 'every', 'governor', 'at', 'the', 'midterm', 'of', 'his', 'first', 'term', 'or', 'her', 'first', 'term', 'has', 'lost', 'seats', 'in', 'the', 'Legislature', 'with', 'the', 'exception', 'of', 'Jim', 'McGreevey', 'in', '2003']"
Says Mitt Romney has flip-flopped on abortion rights.,Rick Perry,/web/20180119174420/http://www.politifact.com/texas/statements/2011/nov/05/rick-perry/rick-perry-says-mitt-romney-flip-flopped-abortion-/,1,"['Says', 'Mitt', 'Romney', 'has', 'flip', 'flopped', 'on', 'abortion', 'rights']"
"Repealing the health care law ""would save $95 billion in 2016.""",Mitt Romney,/web/20180119174424/http://www.politifact.com/truth-o-meter/statements/2011/nov/04/mitt-romney/mitt-romney-said-repealing-obamacare-would-save-95/,0,"['Repealing', 'the', 'health', 'care', 'law', 'would', 'save', '95', 'billion', 'in', '2016']"
